query,intent
高通推出混合现实开发者平台,technology
智能手表国行版正式发售，支持卫星通话,technology
亚马逊宣布投资50亿研发机器人,technology
油价跌：国内95号汽油价格每升下调10元,finance
安切洛蒂执教国际米兰首秀告捷,sports
高通自研量子计算芯片流片成功,technology
库里在比赛中受伤，预计缺阵100周,sports
温网最佳阵容公布，纳达尔入选,sports
西班牙队在欧洲杯中爆冷击败英格兰队,sports
特斯拉宣布进军锂电领域，股价大大涨,finance
道琼斯突破3.5点关口，创历史新高,finance
联想CEO李彦宏宣布折叠屏手机将于9月发布,technology
高善文解读降息：对房地产板块影响几何,finance
美国海军福建舰正式服役，排水量达100000吨,military
机器人被曝存在发热问题，OpenAI回应将尽快修复,technology
研究人员利用边缘计算成功将推理速度提升10倍,technology
姆巴佩赛后采访表示会继续努力拿到冠军,sports
滑雪世界纪录被打破，东契奇创造新历史,sports
中国移动股价暴跌20%，市值突破2000亿,finance
vivo笔记本销量突破20万台,technology
荣耀开源了其边缘计算框架，引发开发者热议,technology
微软申请1000项脑机接口相关专利,technology
切尔西青训小将郑钦文一战成名,sports
《中国好声音》最新一期收视登顶，朱一龙表现抢眼,entertainment
印度军费开支占GDP的8%,military
英伟达与英伟达达成机器人领域战略合作,technology
英国军费开支占GDP的50%,military
苏炳添带伤上阵，皇马惜败切尔西,sports
詹姆斯在比赛中受伤，预计缺阵500周,sports
特斯拉拟2000亿收购华为芯片业务,finance
中国队在法网中爆冷击败韩国队,sports
腾讯开源了其区块链框架，引发开发者热议,technology
搜索引擎被曝存在系统卡顿问题，谷歌回应将尽快修复,technology
亚洲杯决赛将于10月在上海举行,sports
俄罗斯海军舰队通过巴士海峡,military
招商银行拟200亿收购快手半导体业务,finance
全红婵带伤上阵，山东泰山惜败阿森纳,sports
特斯拉获日本政府1000亿补贴,finance
刘煜辉解读定向降准：对半导体板块影响几何,finance
IDC报告：OpenAI在卫星通信市场份额排名第一,technology
高通开源了其量子计算框架，引发开发者热议,technology
韩国向中国出售30架运-20,military
微博之夜红毯造型盘点：赵丽颖惊艳亮相,entertainment
刘亦菲深夜发文回应片酬争议,entertainment
平板被曝存在发热问题，特斯拉回应将尽快修复,technology
全红婵荣获2030年度最佳球员,sports
德约科维奇因违规被禁赛15场,sports
6月PMI数据公布：制造业PMI为51.0,finance
中芯国际分红方案公布：每股派1元,finance
西班牙队在NBA中爆冷击败中国队,sports
伊朗自主研发的核潜艇系统通过验收,military
综艺《跑男》第三季回归，易烊千玺加盟,entertainment
法网抽签结果出炉，曼联遭遇湖人,sports
美洲杯半决赛：AC米兰对阵曼联,sports
Meta智能手表销量突破7000万台,technology
哈兰德在比赛中受伤，预计缺阵3周,sports
韩国申办2030年奥运会成功,sports
姆巴佩带伤上阵，热刺惜败国际米兰,sports
智能音箱被曝存在屏幕闪烁问题，联想回应将尽快修复,technology
B站独播剧《玫瑰的故事》口碑爆棚,entertainment
宁德时代被列入负面清单，股价应声大跌,finance
特斯拉发布全年财报，营收2000亿，同比增长1.5%,finance
沈腾深夜发文回应代言争议,entertainment
高通发布2028年技术趋势白皮书,technology
无人机系统更新：新增多模态交互功能,technology
爱奇艺独播剧《知否2》口碑爆棚,entertainment
乒乓球联赛最新积分榜：阿森纳领跑,sports
管清友解读新一轮量化宽松：对锂电板块影响几何,finance
腾讯控股拟200亿收购快手AI业务,finance
三星无人机销量突破20万台,technology
欧冠决赛将于12月在上海举行,sports
伤病潮来袭，皇马多名主力缺阵中超,sports
巴基斯坦研发防空系统投入2000亿,military
杨幂在跨年晚会上获得最受欢迎演员,entertainment
招商银行发布四季度财报，营收2000亿，同比增长2.5%,finance
黄金价格大涨至每盎司2400美元,finance
日本海军山东舰正式服役，排水量达5000吨,military
研究人员利用自动驾驶成功首次在真实环境中实现全自动操作,technology
澳大利亚空军装备50架歼-20,military
巴基斯坦成功试射弹道导弹，射程覆盖8000公里,military
上海申花主场迎���利物浦，门票30分钟售罄,sports
高通最新手机正式开售，售价3999元起,technology
章子怡被曝将参演好莱坞大片,entertainment
周迅与黄渤合作新歌《如愿》上线,entertainment
混合现实行业报告：市场规模将在2030年达到200亿,technology
美洲杯2024赛季正式开幕，10支球队参赛,sports
赵丽颖演唱会香港站门票5秒售罄,entertainment
短道速滑联赛最新积分榜：切尔西领跑,sports
Meta申请7000项边缘计算相关专利,technology
山东泰山主场迎���勇士，门票20分钟售罄,sports
贵州茅台获欧盟政府2000亿补贴,finance
印度海军山东舰正式服役，排水量达40000吨,military
欧冠抽签结果出炉，多特蒙德遭遇尤文图斯,sports
《极限挑战》嘉宾阵容官宣：朱一龙、杨幂等加盟,entertainment
《披荆斩棘》嘉宾阵容官宣：肖战、王一博等加盟,entertainment
6G领域最新论文：实现了零样本学习突破,technology
分析人士：德国在北极的军事存在持续增强,military
比亚迪获欧盟政府1000亿补贴,finance
日经225今日微涨20%，芯片板块领涨,finance
金像奖红毯造型盘点：赵丽颖惊艳亮相,entertainment
阿里推出混合现实开发者平台,technology
中芯国际发布全年财报，营收10亿，同比增长3.5%,finance
特斯拉宣布进军半导体领域，股价大微涨,finance
军工基金近三年跌15%，成市场热点,finance
沈腾主演的《知否2》正式杀青,entertainment
央行宣布定向降准，存款准备金利率上调0.5个基点,finance
微软被列入制裁清单，股价应声大跌,finance
伊朗航母辽宁舰开始海试,military
芯片国行版正式发售，支持AI翻译,technology
中国研发导弹防御系统投入2000亿,military
彭于晏在金像奖上获得最佳导演,entertainment
恩比德在澳网中打入20球，助多特蒙德取胜,sports
英国向法国出售200架F-22,military
英国国防预算增至2000亿，同比增长12%,military
哈维执教巴萨首秀告捷,sports
氢能源行业报告：市场规模将在2030年达到200亿,technology
詹姆斯带伤上阵，尤文图斯惜败切尔西,sports
AC米兰青训小将纳达尔一战成名,sports
以色列第四代战斗机项目取得重大进展,military
中国移动分红方案公布：每股派3元,finance
中国平安拟10亿收购小米光伏业务,finance
伤病潮来袭，尤文图斯多名主力缺阵温网,sports
美国与韩国签署军事合作协议,military
韩国与俄罗斯就印太问题举行军事会谈,military
黄金价格涨至每盎司2200美元,finance
阿里巴巴拟1000亿收购华为新能源业务,finance
微软拟1000亿收购滴滴房地产业务,finance
纳达尔社交媒体粉丝突破20万,sports
伊朗军方公布激光武器最新测试画面,military
网球世界纪录被打破，詹姆斯创造新历史,sports
英超决赛将于7月在上海举行,sports
腾讯视频独播剧《莲花楼》口碑爆棚,entertainment
东盟峰会讨论中东安全局势,military
贝林厄姆带伤上阵，尤文图斯惜败尤文图斯,sports
AC米兰官宣签下法国球星东契奇,sports
德国与印度签署军事合作协议,military
油价微涨：国内92号汽油价格每升下调8元,finance
足球运动在美国越来越受欢迎,sports
美国与巴基斯坦签署军事合作协议,military
杨紫演唱会上海站门票3秒售罄,entertainment
沈腾翻唱雷佳音经典歌曲走红网络,entertainment
龚俊被曝将参演好莱坞大片,entertainment
综艺《跑男》第五季回归，迪丽热巴加盟,entertainment
伊朗第六代战斗机项目取得重大进展,military
英格兰申办2030年英超成功,sports
梅西复出首秀表现亮眼，贡献3分,sports
朱一龙主演的《庆余年3》正式杀青,entertainment
无人机评测：量子计算性能提升1000%,technology
亚马逊推出AI开发者平台,technology
林毅夫解读加息：对消费板块影响几何,finance
苹果宣布投资50亿研发卫星通信,technology
人民币汇率创历史新高，报1.08,finance
比特币价格突破0.5美元，近一月涨幅达50%,finance
电影《长津湖》票房突破20亿，创动画片新纪录,entertainment
《消失的她2》导演陈思诚谈创作幕后故事,entertainment
澳大利亚成功发射遥感卫星,military
日本队在中超中爆冷击败美国队,sports
外资历史净买入A股50亿，看好锂电板块,finance
韩国战略支援部队举行大规模实弹演习,military
欧盟公布12月CPI数据，同比下降5%,finance
字母哥转会勇士，转会费高达1亿欧元,sports
腾讯手机销量突破20万台,technology
刘诗诗主演的《与凤行》正式杀青,entertainment
拳击世界纪录被打破，姆巴佩创造新历史,sports
德国与以色列在地中海举行联合军演,military
利物浦以110:98击败利物浦，拿下欧洲杯冠军,sports
特斯拉发布2027年技术趋势白皮书,technology
《中国好声音》嘉宾阵容官宣：王一博、吴京等加盟,entertainment
比特币价格突破1美元，近一周涨幅达20%,finance
日本公布11月CPI数据，同比增长5%,finance
全球量子计算大会在东京开幕，联想发表主题演讲,technology
足球联赛最新积分榜：广州恒大领跑,sports
以色列新型巡航导弹亮相航展,military
东契奇转会阿森纳，转会费高达1亿欧元,sports
电视剧《与凤行》热播，豆瓣评分高达7.8,entertainment
联想裁员20%，将资源集中到机器人业务,technology
美国海军舰队通过对马海峡,military
李彦宏预测氢能源将在200年内改变医疗,technology
中芯国际发布全年财报，营收200亿，同比下降10%,finance
阿根廷申办2028年奥运会成功,sports
彭于晏被曝将参演好莱坞大片,entertainment
